Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,DayOfWeek,AgeGroup
943,2023-10-16,CUST943,Female,57,Clothing,4,300,1200,2023-10,Monday,50-60
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50,2023-06,Monday,40-50
945,2023-02-13,CUST945,Male,30,Beauty,1,25,25,2023-02,Monday,20-30
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000,2023-05,Monday,>60
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300,2023-03,Thursday,40-50
948,2023-10-13,CUST948,Female,23,Electronics,3,25,75,2023-10,Friday,20-30
949,2023-08-02,CUST949,Female,41,Electronics,2,25,50,2023-08,Wednesday,40-50
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900,2023-11,Tuesday, 30-40
951,2023-11-02,CUST951,Male,33,Beauty,2,50,100,2023-11,Thursday, 30-40
952,2023-11-13,CUST952,Female,57,Clothing,1,25,25,2023-11,Monday,50-60
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90,2023-04,Wednesday,40-50
954,2023-09-25,CUST954,Female,50,Electronics,3,300,900,2023-09,Monday,40-50
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,2023-07,Friday,50-60
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500,2023-08,Saturday,20-30
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120,2023-08,Tuesday,50-60
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50,2023-06,Friday,>60
959,2023-10-29,CUST959,Female,42,Electronics,2,30,60,2023-10,Sunday,40-50
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60,2023-08,Tuesday,50-60
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200,2023-06,Tuesday,50-60
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60,2023-10,Thursday,40-50
963,2023-11-14,CUST963,Female,55,Beauty,1,50,50,2023-11,Tuesday,50-60
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900,2023-01,Tuesday,20-30
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200,2023-11,Thursday,20-30
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000,2023-02,Monday,50-60
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25,2023-04,Monday,>60
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900,2023-11,Friday,40-50
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900,2023-04,Wednesday, 30-40
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,2023-05,Tuesday,50-60
971,2023-12-05,CUST971,Female,27,Electronics,4,50,200,2023-12,Tuesday,20-30
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100,2023-02,Saturday,40-50
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50,2023-03,Wednesday,50-60
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30,2023-05,Wednesday,40-50
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200,2023-03,Thursday,50-60
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600,2023-10,Tuesday,40-50
977,2023-02-08,CUST977,Female,35,Electronics,3,25,75,2023-02,Wednesday, 30-40
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150,2023-03,Wednesday,50-60
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25,2023-01,Monday,<20
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75,2023-07,Saturday, 30-40
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60,2023-08,Saturday,20-30
982,2023-12-19,CUST982,Female,46,Beauty,3,30,90,2023-12,Tuesday,40-50
983,2023-11-01,CUST983,Female,29,Clothing,1,300,300,2023-11,Wednesday,20-30
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,2023-08,Tuesday,50-60
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50,2023-05,Tuesday,<20
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000,2023-01,Tuesday,40-50
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900,2023-04,Saturday,20-30
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75,2023-05,Sunday,>60
989,2023-12-28,CUST989,Female,44,Electronics,1,25,25,2023-12,Thursday,40-50
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000,2023-05,Thursday,50-60
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100,2023-12,Tuesday, 30-40
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60,2023-08,Monday,50-60
993,2023-02-06,CUST993,Female,48,Electronics,3,50,150,2023-02,Monday,40-50
994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000,2023-12,Monday,50-60
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30,2023-04,Sunday,40-50
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,2023-05,Tuesday,>60
997,2023-11-17,CUST997,Male,52,Beauty,3,30,90,2023-11,Friday,50-60
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100,2023-10,Sunday,20-30
999,2023-12-05,CUST999,Female,36,Electronics,3,50,150,2023-12,Tuesday, 30-40
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120,2023-04,Wednesday,40-50
